Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Livery,9218,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,ATLAS LIMOUSINE  SERVICE,4908 W. ARGYLE ST.,CHICAGO,IL,60630,,,9218Livery
Taxi,6338,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,YA-HADI CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,6338Taxi
Medicar,7498,INACTIVE,DODGE,CARAVAN,2005,WHITE,Gasoline,N,BRANTLEY ENTERPRISES INC,2640 W. 84TH PL.,CHICAGO,IL,60652,,,7498Medicar
Taxi,5338,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SAHARAN CAB INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,5338Taxi
Livery,9916,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,,,9916Livery
Livery,9844,ACTIVE,FORD,EXPEDITION,2009,BLACK,Gasoline,N,CHICAGO DIAMOND LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,9844Livery
Livery,8108,VIOLATION,LINCOLN,MKS,2009,BLACK,Gasoline,N,OB ELITE TRANSPORTATION COMPANY,4300 W. FORD CITY DR.,CHICAGO,IL,60652,Independent1,,8108Livery
Taxi,5396,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,N & M ST. TROPEZ HACKING CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",5396Taxi
Livery,7487,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,A LIMO FOR YOU CORPORATION,1120 N. LA SALLE DR.,CHICAGO,IL,60610,Independent1,,7487Livery
Taxi,3552,ACTIVE,VPG,MV-1,2012,CREAM/GREEN,Compressed Natural Gas,Y,HONDURAS CAB CORP.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",3552Taxi
Taxi,3285,ACTIVE,TOYOTA,PRIUS,2012,MAROON/GOLD/STRIPES,Hybrid,N,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,3285Taxi
Livery,9398,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,CHICAGO WORLDWIDE LIMO LLC,2930 N. SACRAMENTO AVE.,CHICAGO,IL,60618,,,9398Livery
Livery,8026,VIOLATION,LINCOLN,TOWN CAR,2010,WHITE,Gasoline,N,LASALLE LIMOUSINE INC.,4403 W. LAWRENCE AVE.,CHICAGO,IL,60630,Independent1,,8026Livery
Taxi,3788,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,THE GREATEST NAME INC,630 N. FRANKLIN ST.,CHICAGO,IL,60654,Globe Taxi Association Inc,Owner Manager,3788Taxi
Livery,7674,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CHICAGO EMPIRE LIMOUSINE INC,222 N. LAFLIN ST.,CHICAGO,IL,60607,Independent1,,7674Livery
Taxi,3602,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,TRANZIT INC.,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,3602Taxi
Taxi,773,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,BEBE VICTOR INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,773Taxi
Taxi,5508,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,"HEART 7, INC",3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5508Taxi
Taxi,3675,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,M Y TRANS INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,3675Taxi
Medicar,7788,ACTIVE,FORD,E250,2010,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,395  LAKE ST.,ELMHURST,IL,60126,,,7788Medicar
Taxi,4146,ACTIVE,FORD,CROWN VICTORIA,2010,GRAY/WHITE,Flex Fuel,N,NATZAC CORP. #1,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,4146Taxi
Livery,8875,INACTIVE,LINCOLN,TOWN CAR,2004,BLACK,Gasoline,N,TRANSPORTATION SERVICES PARTNERS LLC,,,,,Independent1,,8875Livery
Taxi,1602,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,GIGI TAXI INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,"Taxi Medallion Management, LLC",1602Taxi
Taxi,5247,ACTIVE,TOYOTA,CAMRY,2010,BLUE,Hybrid,N,GEBAR EXPRESS INC.,5606 N. WESTERN AVE.,CHICAGO,IL,60659,24 Seven Taxi Affiliaton,24 Seven Taxi,5247Taxi
Livery,8396,INACTIVE,LINCOLN,TOWN CAR,1998,BLACK,Gasoline,N,SHAHEEN INC.,,,,,Independent1,,8396Livery
Taxi,5011,ACTIVE,TOYOTA,SIENNA,2012,CREAM/GREEN,Gasoline,N,BIZCO INTERNATIONAL INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner-Operator,5011Taxi
Taxi,6625,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,"NIKE YOMI, INC.",4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",6625Taxi
Taxi,2343,ACTIVE,FORD,FUSION,2012,WHITE,Hybrid,N,ADRIAN INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",2343Taxi
Taxi,80,ACTIVE,DODGE,GRAND CARAVAN,2012,BLUE/WHITE,Compressed Natural Gas,Y,MCCAB XII CORP.,4626 W. CORNELIA AVE.,CHICAGO,IL,60641,Sun Taxi Association Inc,"Sun Financial Services, Inc.",80Taxi
Taxi,3242,ACTIVE,FORD,FUSION,2014,WHITE/RED/STRIPES,Hybrid,N,TOM RIZA SHURDHI,8740 W. BERWYN AVE.,CHICAGO,IL,60656,Independent2,Owner-Operator,3242Taxi
Livery,9180,ACTIVE,MERCEDES,E350,2012,BLACK,Gasoline,N,IONUT P CRETU,6313 N. MOZART ST.,CHICAGO,IL,60659,,,9180Livery
Livery,9162,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,AM LIMO LLC,500 N. MICHIGAN AVE.,CHICAGO,IL,60611,,,9162Livery
Taxi,625,ACTIVE,FORD,FUSION,2012,YELLOW,Hybrid,N,NECT 26 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",625Taxi
Livery,7343,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,7343Livery
Livery,7568,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,1836 S. WABASH ST.,CHICAGO,IL,60611,Independent1,,7568Livery
Livery,7847,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,ISLOM ABDURAKHMONOV,4543 W. WELLINGTON AVE.,CHICAGO,IL,60641,Independent1,,7847Livery
Taxi,341,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,IL 11 CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,341Taxi
Taxi,1981,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,CHICAGO UNITED CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,1981Taxi
Taxi,6955,ACTIVE,DODGE,GRAND CARAVAN,2013,WHITE,Compressed Natural Gas,Y,MIRZASULEMAN CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,6955Taxi
Taxi,4746,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,MUHAMMAD S. AKBAR,6601 N. WHIPPLE ST.,CHICAGO,IL,60645,Koam Taxi Association,Owner-Operator,4746Taxi
Taxi,4085,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,GLENDALE TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,4085Taxi
Ambulance,5635,RESERVED,FORD,E350,2006,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5635Ambulance
Livery,8881,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,RIVER LIMOUSINE INC.,300 W. HILL ST.,CHICAGO,IL,60610,Independent1,,8881Livery
Taxi,6658,ACTIVE,TOYOTA,SCION,2012,BLUE/WHITE,Gasoline,N,SOURCE CAB CO.,6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,Owner-Operator,6658Taxi
Taxi,4788,ACTIVE,TOYOTA,SIENNA,2011,WHITE,Gasoline,N,"LAVESIAC, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,4788Taxi
Livery,8002,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,CHICAGO POSH LIMOUSINE INC,4740 N. CUMBERLAND AVE.,CHICAGO,IL,60656,Independent1,,8002Livery
Taxi,3650,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,CITY TAXI INC.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,3650Taxi
Ambulance,872526,ACTIVE,FORD,E350,2014,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,2021 S. WABASH AVE.,CHICAGO,IL,60616,,,872526Ambulance
Livery,8116,VIOLATION,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,JOSE C GONZALEZ,5941 W. BERENICE AVE.,CHICAGO,IL,60634,Independent1,,8116Livery
Taxi,5764,ACTIVE,DODGE,GRAND CARAVAN,2014,GRAY/WHITE,Gasoline,N,ADDIS FLOWER TAXI CAB SERVICE INC,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner-Operator,5764Taxi
Livery,7975,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,CHICAGO TOWN CARS INC.,4658 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,7975Livery
Taxi,5740,ACTIVE,TOYOTA,CAMRY,2010,ORANGE/BLUE,Hybrid,N,SALLONIKI TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,5740Taxi
Taxi,1640,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,AMPLE SUN CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,1640Taxi
Taxi,27,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,ROADWAY CAB CO,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,27Taxi
Charter Sightseeing,14754,ACTIVE,FORD,ECONOLINE,2012,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,29 S. LA SALLE ST.,CHICAGO,IL,60603,,,14754Charter Sightseeing
Livery,7947,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,TIMOS MOURIKIS,2727 W. RASCHER AVE.,CHICAGO,IL,60625,Independent1,,7947Livery
Livery,7150,RESERVED,CADILLAC,XTS,2014,BLACK,Gasoline,N,T'S LIMO SERVICE INC,3717 W. ADDISON ST.,CHICAGO,IL,60618,Independent1,,7150Livery
Taxi,2820,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,BUKHARI BROTHERS INC.,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,2820Taxi
Livery,9882,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,"CCS EXECUTIVE CAR SERVICE, INC.",7631 S. SOUTH SHORE DR.,CHICAGO,IL,60649,,,9882Livery
Ambulance,806101,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,ADVANTAGE AMBULANCE INC,22809  MUSTANG RD.,FRANKFORT,IL,60423,,,806101Ambulance
Livery,7314,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALBERT'S CHAUFFEURING INC,5519 N. CUMBERLAND AVE.,CHICAGO,IL,60656,Independent1,,7314Livery
Ambulance,5412,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/ORANGE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5412Ambulance
Charter Sightseeing,7241,INACTIVE,FREIGHLINE,TROLLEY,1998,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7241Charter Sightseeing
Livery,9096,ACTIVE,CADILLAC,ESCALADE,2008,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,30 S. WACKER DR.,CHICAGO,IL,60606,Independent1,,9096Livery
Taxi,5564,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,RAFEH INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,Owner Manager,5564Taxi
Livery,9228,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ROMEO SZELLPAL,4848 N. WINTHROP AVE.,CHICAGO,IL,60640,,,9228Livery
Livery,7615,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"PAULINA CHAUFFEURING SERVICE, INC",4740 N. CUMBERLAND AVE.,CHICAGO,IL,60656,,,7615Livery
Taxi,2326,SURRENDER,FORD,ESCAPE,2013,YELLOW,Hybrid,N,MIKHAIL TRANSPORTATION INC.,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",2326Taxi
Taxi,4008,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,HYDRA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Northwest Taxi Management LLC,4008Taxi
Ambulance,5634,ACTIVE,CHEVROLET,EXPRESS,2009,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",395 W. LAKE ST.,ELMHURST,IL,60126,,,5634Ambulance
Taxi,5359,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,ASSYRIAN TRANS INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,5359Taxi
Livery,9254,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"GREAT CHICAGO LIMO SERVICES, INC",5830 N. MILTMORE AVE.,CHICAGO,IL,60646,Independent1,,9254Livery
Taxi,5353,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,EBJ TAXI HOLDINGS CORP.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",5353Taxi
Taxi,2978,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SIX GEMS LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,2978Taxi
Taxi,1695,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Dispatch Taxi Management LLC,1695Taxi
Taxi,5184,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,XAVI CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,"Masters Medallion Management, LLC",5184Taxi
Taxi,2878,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,AMJED INC,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner Manager,2878Taxi
Livery,8217,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,YOLANDA BENITEZ,2925 N. RIDGEWAY AVE.,CHICAGO,IL,60618,,,8217Livery
Taxi,145,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,JIMMYZ TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,Dispatch Taxi Affil,Northwest Taxi Management LLC,145Taxi
Taxi,3,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,YC1 LLC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",3Taxi
Taxi,1089,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,"PHUNTSOK, INC.",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,1089Taxi
Taxi,6330,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NATALIA TAXI CORP.,3351 W. ADDISON,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",6330Taxi
Ambulance,895401,ACTIVE,FORD,E350,2013,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,895401Ambulance
Medicar,5803,RESERVED,FORD,E250,2005,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,5650 W. HOWARD ST.,SKOKIE,IL,60077,,,5803Medicar
Ambulance,5725,RESERVED,FORD,E350,2010,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,8111  ST LOUIS AVE.,SKOKIE,IL,60076,,,5725Ambulance
Taxi,6806,ACTIVE,TOYOTA,PRIUS,2014,WHITE/BLUE/STRIPES,Hybrid,N,MIKE NAT HACKING CHICAGO CORP.,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",6806Taxi
Livery,8999,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ARJAN DAUTAJ,3600 N. LAKE SHORE DR.,CHICAGO,IL,60613,,,8999Livery
Livery,7699,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,LUXURIOUS LIMOUSINES LIMITED,5550 N. ELSTON AVE.,CHICAGO,IL,60630,Independent1,,7699Livery
Livery,9227,ACTIVE,LINCOLN,MKZ HYBRID,2012,BLACK,Gasoline,N,TRANSPORT LIMOUSINE SERVICE INC,3663 N. ELSTON AVE.,CHICAGO,IL,60618,Independent1,,9227Livery
Livery,8898,INACTIVE,LINCOLN,TOWN CAR,2001,BLACK,Gasoline,N,FRED I INC,,,,,Independent1,,8898Livery
Taxi,5187,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,JOHAL CAB CO,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,5187Taxi
Taxi,5979,ACTIVE,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,GORSHI INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner-Operator,5979Taxi
Livery,7823,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,BASE INC,5840 N. ST LOUIS AVE.,CHICAGO,IL,60659,,,7823Livery
Livery,7766,ACTIVE,CHRYSLER,300,2011,BLACK,Gasoline,N,MATT PAUL SIEK,8301 W. BERWYN AVE.,CHICAGO,IL,60656,Independent1,,7766Livery
Livery,8331,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,CHRISTOPHER M RADKOWSKI,4201 N. PAULINA ST.,CHICAGO,IL,60613,Independent1,,8331Livery
Taxi,879,ACTIVE,FORD,ESCAPE,2013,YELLOW,Gasoline,N,NECT 35 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",879Taxi
Charter Sightseeing,10103,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,301 W. 31ST ST.,CHICAGO,IL,60616,,,10103Charter Sightseeing
Livery,7849,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALAA ALKHAZALEH,5553 N. MANGO AVE.,CHICAGO,IL,60630,,,7849Livery
Taxi,3673,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,FW CAB CORP,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Ace Cab Association Inc,"Chicago Medallion Management, Corp.",3673Taxi
Taxi,3900,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,IMAGE TAXICAB INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Checker Taxi Affiliation,Owner Manager,3900Taxi
Taxi,4996,ACTIVE,HYUNDAI,SONATA,2012,BLUE/WHITE,Gasoline,N,AJKLSG & B.D. CORP. INC.,6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,Owner-Operator,4996Taxi
Taxi,6514,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CARZAAR CO.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,5 Star Taxi Association Inc,Owner Manager,6514Taxi
Taxi,5131,ACTIVE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,INTERWOODEX INC,6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Owner Manager,5131Taxi
Taxi,4710,ACTIVE,TOYOTA,PRIUS,2009,WHITE,Hybrid,N,"CHRISS, INC.",4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,"Medallion Leasing and Management, Inc.",4710Taxi
Taxi,6104,ACTIVE,FORD,CROWN VICTORIA,2010,BLUE/WHITE,Gasoline,N,STANDARD TAXI CORP. #III,6330 N. CLARK ST.,CHICAGO,IL,60660,Koam Taxi Association,"Cab Management Group, Inc.",6104Taxi
Taxi,6332,ACTIVE,FORD,ESCAPE,2011,GRAY/WHITE,Hybrid,N,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,CHICAGO,IL,60626,Choice Taxi Association Inc,Choice Taxi Association,6332Taxi
Taxi,6678,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,EMPIRE TAXI INCORPORATED,5200 N. OTTO AVE.,CHICAGO,IL,60656,Flash Cab Co,"Chicago Medallion Management, Corp.",6678Taxi
Livery,9617,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,FBR TRANSPORTATION  INC,3663 N. ELSTON AVE.,CHICAGO,IL,60618,,,9617Livery
Taxi,4977,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,GHAFFAR CAB CO,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Owner Manager,4977Taxi
Taxi,6431,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,POUYA RIDE INC.,9696 W. FOSTER AVE.,CHICAGO,IL,60656,Flash Cab Co,Peeple Trans Cab Inc,6431Taxi
Taxi,185,ACTIVE,TOYOTA,PRIUS,2014,MAROON/GOLD/STRIPES,Hybrid,N,KING EDWARD CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,185Taxi
Livery,8610,INACTIVE,LINCOLN,TOWN CAR,1999,BLACK,Gasoline,N,AMERICAN DREAM LIMOUSINE SRVC,,,,,Independent1,,8610Livery
Ambulance,726805,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,9850 W. 190TH ST.,MOKENA,IL,60448,,,726805Ambulance
Taxi,3062,ACTIVE,FORD,ESCAPE,2010,MAROON/BLUE/STRIPES,Hybrid,N,GEM AND R CAB CORP,2617 S. WABASH AVE.,CHICAGO,IL,60616,Chicago Carriage Cab,Chicago Elite Cab Corp.,3062Taxi
Livery,9359,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,IVAN GEORGIEV,5461 N. EAST RIVER RD.,CHICAGO,IL,60656,,,9359Livery
Livery,9402,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,RIDE LUXURY LLC,500 S. CLINTON ST.,CHICAGO,IL,60607,,,9402Livery
Taxi,4360,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,WAHIDA CORP.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,4360Taxi
Charter Sightseeing,13143,ACTIVE,FORD,F650,2007,WHITE,Gasoline,N,LIMOTAINMENT LLC,2741 N. SHEFFIELD AVE.,CHICAGO,IL,60614,,,13143Charter Sightseeing
Taxi,3806,ACTIVE,CHEVROLET,HHR,2011,CREAM/BLUE,Gasoline,N,"NOORAMZI, INC.",3351 W. ADDISON AVE.,CHICAGO,IL,60618,Blue Diamond Taxi Affil Inc,Owner-Operator,3806Taxi
Livery,7143,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,YASA GLOBAL INC.,1702 W. ALBION AVE.,CHICAGO,IL,60626,Independent1,,7143Livery
Taxi,1027,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,NECT 41 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,Yellow Cab Affiliation Inc,"Medallion Leasing and Management, Inc.",1027Taxi
Taxi,2361,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,STATE TAXI INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,2361Taxi
Taxi,1840,ACTIVE,TOYOTA,RAV4,2013,WHITE,Gasoline,N,"J.R.J. EXPRESS, INC.",4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,Globe Taxi Association Inc,Owner-Operator,1840Taxi
Taxi,4798,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MONACO TAXI INC.,2617 S. WABASH AVE.,CHICAGO,IL,60616,Royal 3 Ccc Chicago Taxi Assoc,Chicago Elite Cab Corp.,4798Taxi
Taxi,1801,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,SONILA & LOLA INC,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner Manager,1801Taxi
Taxi,5684,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,AUSTIN LABEL TRANS CORP,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Affiliation Inc,"Taxi Medallion Management, LLC",5684Taxi
